type,x,y,timestamp,button,pressed,dx,dy
move,541,242,1722787068.5698273,,,,
move,545,251,1722787068.5777488,,,,
move,547,259,1722787068.5850198,,,,
move,548,266,1722787068.5939384,,,,
move,548,271,1722787068.601923,,,,
move,548,274,1722787068.6099184,,,,
move,546,274,1722787068.6173356,,,,
move,543,274,1722787068.6250715,,,,
move,539,272,1722787068.6335862,,,,
move,535,267,1722787068.6409953,,,,
move,532,261,1722787068.6498203,,,,
move,531,258,1722787068.6579187,,,,
move,530,254,1722787068.676892,,,,
move,529,248,1722787068.676892,,,,
move,529,243,1722787068.680949,,,,
move,530,238,1722787068.6894562,,,,
move,535,234,1722787068.6974607,,,,
move,542,231,1722787068.7061539,,,,
move,551,229,1722787068.713673,,,,
move,558,228,1722787068.721306,,,,
move,567,228,1722787068.7299094,,,,
move,578,229,1722787068.737941,,,,
move,591,234,1722787068.7460272,,,,
move,600,239,1722787068.7535462,,,,
move,607,244,1722787068.7615933,,,,
move,609,250,1722787068.7696369,,,,
move,610,257,1722787068.777057,,,,
move,610,263,1722787068.7856095,,,,
move,608,269,1722787068.7931538,,,,
move,603,274,1722787068.8016684,,,,
move,597,278,1722787068.809668,,,,
move,591,279,1722787068.828251,,,,
move,585,279,1722787068.828251,,,,
move,580,279,1722787068.83377,,,,
move,574,274,1722787068.8412986,,,,
move,566,267,1722787068.849903,,,,
move,557,258,1722787068.8579059,,,,
move,550,248,1722787068.8758674,,,,
move,543,237,1722787068.8768709,,,,
move,536,222,1722787068.880998,,,,
move,532,213,1722787068.8894968,,,,
move,534,210,1722787068.8976882,,,,
move,538,210,1722787068.9054418,,,,
move,541,210,1722787068.9135168,,,,
move,547,210,1722787068.9215806,,,,
move,553,211,1722787068.9300637,,,,
move,561,215,1722787068.9371262,,,,
